4	1:-50	2:-52	3:-54	4:-64	5:-74	6:-82	7:-80	8:-76
4	1:-47	2:-43	3:-58	4:-63	5:-71	6:-71	7:-82	8:-68
1	1:-48	2:-50	3:-48	4:-62	5:-73	6:-77	7:-83	8:-86
4	1:-58	2:-45	3:-52	4:-63	5:-70	6:-82	7:-83	8:-84
1	1:-56	2:-48	3:-47	4:-56	5:-70	6:-74	7:-76	8:-86
1	1:-56	2:-50	3:-63	4:-70	5:-81	6:-88	7:-73	8:-87
1	1:-71	2:-48	3:-53	4:-68	5:-78	6:-72	7:-84	8:0
4	1:-52	2:-52	3:-65	4:-69	5:-70	6:-82	7:-88	8:-82
1	1:-45	2:-46	3:-51	4:-64	5:-69	6:-73	7:-74	8:-77
2	1:-48	2:-48	3:-57	4:-71	5:-69	6:-74	7:-88	8:-86
4	1:-56	2:-48	3:-50	4:-62	5:-80	6:-90	7:-74	8:0
1	1:-44	2:-47	3:-49	4:-72	5:-78	6:-78	7:-80	8:-85
4	1:-50	2:-54	3:-54	4:-65	5:-78	6:-87	7:-79	8:-82
1	1:-43	2:-47	3:-48	4:-63	5:-84	6:-65	7:-83	8:-85
4	1:-52	2:-39	3:-55	4:-56	5:-73	6:-84	7:-76	8:-76
4	1:-62	2:-50	3:-49	4:-51	5:-70	6:-90	7:-77	8:0
4	1:-56	2:-74	3:-61	4:-71	5:-79	6:-84	7:-80	8:-85
1	1:-57	2:-44	3:-51	4:-67	5:-76	6:-76	7:-84	8:-83
1	1:-45	2:-48	3:-49	4:-72	5:-82	6:-78	7:-85	8:0
1	1:-47	2:-42	3:-53	4:-69	5:-71	6:-75	7:-84	8:-81
1	1:-48	2:-40	3:-57	4:-61	5:-80	6:-80	7:-88	8:0
4	1:-62	2:-41	3:-54	4:-49	5:-68	6:-74	7:-86	8:-82
1	1:-52	2:-43	3:-60	4:-62	5:-79	6:-81	7:-88	8:0
4	1:-45	2:-45	3:-48	4:-52	5:-58	6:-74	7:-78	8:-86
1	1:-52	2:-45	3:-46	4:-62	5:-78	6:-85	7:-86	8:0
1	1:-44	2:-56	3:-53	4:-73	5:-79	6:-74	7:-84	8:-90
1	1:-53	2:-51	3:-50	4:-75	5:-73	6:-79	7:-86	8:-87
1	1:-44	2:-36	3:-62	4:-69	5:-73	6:-75	7:-85	8:-83
2	1:-49	2:-50	3:-55	4:-61	5:-71	6:-76	7:-77	8:0
2	1:-54	2:-51	3:-64	4:-64	5:-76	6:0	7:-85	8:-86
1	1:-49	2:-50	3:-47	4:-57	5:-71	6:-71	7:-70	8:-85
1	1:-47	2:-48	3:-48	4:-57	5:-72	6:-72	7:-83	8:-86
4	1:-65	2:-69	3:-72	4:-67	5:-78	6:-73	7:-84	8:-91
4	1:-51	2:-80	3:-59	4:-60	5:-67	6:-73	7:-72	8:-81
1	1:-64	2:-52	3:-51	4:-71	5:-86	6:-82	7:-90	8:-85
4	1:-60	2:-52	3:-59	4:-59	5:-66	6:-78	7:-85	8:-83
1	1:-46	2:-48	3:-52	4:-72	5:-82	6:-75	7:-67	8:-90
1	1:-45	2:-87	3:-48	4:-67	5:-79	6:-77	7:-88	8:0
2	1:-51	2:-50	3:-52	4:-59	5:-72	6:-80	7:-78	8:0
4	1:-47	2:-45	3:-47	4:-60	5:-64	6:-73	7:-86	8:-81
4	1:-72	2:-51	3:-57	4:-53	5:-68	6:-79	7:-89	8:-87
4	1:-62	2:-43	3:-88	4:-53	5:-69	6:-86	7:-81	8:-75
1	1:-42	2:-45	3:-60	4:-61	5:-73	6:-72	7:-81	8:0
1	1:-52	2:-79	3:-49	4:-64	5:-74	6:-76	7:-68	8:-81
1	1:-52	2:-41	3:-52	4:-59	5:-79	6:-77	7:-81	8:-87
1	1:-45	2:-45	3:-53	4:-65	5:-67	6:-73	7:-73	8:0
4	1:-47	2:-46	3:-91	4:-61	5:-72	6:-69	7:-81	8:-67
4	1:-56	2:-49	3:-61	4:-55	5:-62	6:-79	7:-79	8:0
4	1:-58	2:-58	3:-56	4:-76	5:-77	6:-82	7:-76	8:-84
4	1:-58	2:-53	3:-60	4:-57	5:-75	6:-83	7:-81	8:-88
1	1:-40	2:-41	3:-60	4:-59	5:-72	6:-86	7:-75	8:-82
4	1:-50	2:-48	3:-84	4:-50	5:-64	6:-78	7:-83	8:-86
4	1:-49	2:-40	3:-58	4:-58	5:-67	6:-77	7:-83	8:-81
4	1:-54	2:-55	3:-67	4:-47	5:-73	6:-76	7:-84	8:0
4	1:-57	2:-44	3:-64	4:-53	5:-76	6:-82	7:-79	8:0
1	1:-56	2:-41	3:-54	4:-78	5:-82	6:-76	7:-86	8:0
2	1:-72	2:-56	3:-61	4:-72	5:-86	6:-70	7:-89	8:0
1	1:-48	2:-49	3:-58	4:-58	5:-76	6:-76	7:-83	8:-86
1	1:-47	2:-47	3:-56	4:-69	5:-81	6:-81	7:-82	8:-87
4	1:-68	2:-51	3:-61	4:-54	5:-70	6:-82	7:-87	8:-81
4	1:-48	2:-46	3:-54	4:-56	5:-66	6:-78	7:-80	8:-79
1	1:-45	2:-47	3:-53	4:-63	5:-68	6:-71	7:-73	8:-77
1	1:-45	2:-89	3:-58	4:-64	5:-73	6:-83	7:-82	8:-81
2	1:-53	2:-48	3:-58	4:-76	5:-78	6:-83	7:-78	8:0
1	1:-48	2:-41	3:-64	4:-70	5:-90	6:-71	7:-82	8:-82
4	1:-62	2:-46	3:-67	4:-59	5:-72	6:-87	7:-78	8:0
4	1:-50	2:-40	3:-51	4:-63	5:-72	6:-75	7:-66	8:-85
2	1:-51	2:-71	3:-88	4:-73	5:-77	6:-72	7:-91	8:-85
4	1:-62	2:-49	3:-69	4:-54	5:-74	6:-82	7:-89	8:-85
1	1:-41	2:-49	3:-52	4:-64	5:-77	6:-78	7:-87	8:-85
1	1:-39	2:-41	3:-45	4:-62	5:-66	6:-75	7:-72	8:-79
4	1:-48	2:-52	3:-48	4:-67	5:-61	6:-79	7:-83	8:-81
2	1:-50	2:-57	3:-62	4:-75	5:-73	6:-72	7:-89	8:-88
1	1:-55	2:-41	3:-53	4:-76	5:-79	6:-72	7:-78	8:-85
1	1:-66	2:-56	3:-49	4:-64	5:-75	6:-83	7:-86	8:0
1	1:-44	2:-48	3:-53	4:-71	5:-75	6:-64	7:-82	8:-90
1	1:-47	2:-49	3:-58	4:-74	5:-76	6:-77	7:-88	8:-83
1	1:-40	2:-46	3:-51	4:-68	5:-75	6:-73	7:-81	8:0
